"Class Name - Allocated Objects","Bytes Allocated","Bytes Allocated","Objects Allocated"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$2","0.00%","16","1"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$11","0.00%","16","1"
"com.bixly.pastevid.screencap.components.preview.PreviewPlayer$10","0.00%","16","1"
"sun.font.CompositeFontDescriptor[]","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.VBorder$2","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.VBorder$1","0.00%","16","2"
"sun.font.FontManager$1","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$6","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$5","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$4","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$3","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$2","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.HBorder$1","0.00%","16","2"
"com.bixly.pastevid.screencap.components.capturebox.DragBox$1","0.00%","16","1"
"sun.font.StrikeCache$1","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$BoxMovementMouseListener","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$BoxMovementMouseAdapter","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$9","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$8","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$7","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$6","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$5","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$4","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$3","0.00%","16","1"
"sun.java2d.Disposer","0.00%","16","1"
"com.bixly.pastevid.screencap.components.capturebox.CaptureBox$10","0.00%","16","1"
"sun.java2d.Disposer$1","0.00%","16","1"
"com.bixly.pastevid.screencap.ScreenRecorder$5","0.00%","16","1"
"com.bixly.pastevid.screencap.ScreenRecorder$4","0.00%","16","1"
"com.bixly.pastevid.screencap.ScreenRecorder$3","0.00%","16","1"
"com.bixly.pastevid.screencap.ScreenRecorder$2","0.00%","16","1"
"com.bixly.pastevid.screencap.ScreenRecorder$1","0.00%","16","1"
"sun.java2d.SunGraphicsEnvironment$1","0.00%","16","1"
"sun.java2d.SunGraphicsEnvironment$2","0.00%","16","1"
"sun.java2d.SunGraphicsEnvironment$3","0.00%","16","1"
"com.bixly.pastevid.screencap.RecorderPanel$FormListener","0.00%","16","1"
"sun.java2d.SunGraphicsEnvironment$T1Filter","0.00%","16","1"
"sun.util.calendar.ZoneInfoFile$2","0.00%","16","1"
"com.bixly.pastevid.screencap.RecorderPanel$6","0.00%","16","1"
"com.bixly.pastevid.screencap.RecorderPanel$3","0.00%","16","1"
"com.bixly.pastevid.screencap.RecorderPanel$2","0.00%","16","1"
"com.bixly.pastevid.screencap.RecorderPanel$1","0.00%","16","1"
"sun.java2d.SunGraphicsEnvironment$TTFilter","0.00%","16","1"
"sun.java2d.loops.GraphicsPrimitiveMgr$1","0.00%","16","1"
"sun.java2d.loops.GraphicsPrimitiveMgr$2","0.00%","16","1"
"com.bixly.pastevid.recorders.Recorder$1","0.00%","16","1"
"sun.java2d.pipe.AATextRenderer","0.00%","16","1"
"sun.java2d.pipe.AlphaColorPipe","0.00%","16","1"
"sun.java2d.pipe.AlphaPaintPipe","0.00%","16","1"
"sun.java2d.pipe.DrawImage","0.00%","16","1"
"sun.java2d.pipe.GeneralCompositePipe","0.00%","16","1"
"sun.java2d.pipe.LCDTextRenderer","0.00%","16","1"
"com.bixly.pastevid.editors.VideoScrubSortByStartTime","0.00%","16","1"
"sun.java2d.pipe.LoopPipe","0.00%","16","1"
"com.bixly.pastevid.editors.VideoScrubManager$3","0.00%","16","1"
"sun.java2d.pipe.NullPipe","0.00%","16","1"
"sun.java2d.pipe.OutlineTextRenderer","0.00%","16","1"
"sun.java2d.pipe.PixelToShapeConverter","0.00%","16","3"
"apple.awt.CGraphicsEnvironment$1","0.00%","16","1"
"sun.java2d.pipe.SolidTextRenderer","0.00%","16","1"
"sun.java2d.pipe.SpanClipRenderer","0.00%","16","3"
"sun.java2d.pipe.SpanShapeRenderer$Composite","0.00%","16","2"
"sun.java2d.pipe.TextRenderer","0.00%","16","6"
"com.apple.laf.AquaUtils$7$1","0.00%","16","1"
"com.apple.laf.AquaUtils$7","0.00%","16","1"
"com.apple.laf.AquaUtils$6","0.00%","16","1"
"com.apple.laf.AquaUtils$2","0.00%","16","1"
"com.apple.laf.AquaUtils$1","0.00%","16","1"
"sun.java2d.pipe.ValidatePipe","0.00%","16","1"
"com.apple.laf.AquaUtilControlSize$PropertySizeListener","0.00%","16","1"
"com.apple.laf.AquaToolTipUI","0.00%","16","1"
"com.apple.laf.AquaTextFieldSearch$SearchFieldPropertyListener","0.00%","16","1"
"com.apple.laf.AquaTableHeaderBorder$1","0.00%","16","1"
"com.apple.laf.AquaSliderUI$3","0.00%","16","2"
"com.apple.laf.AquaSliderUI$2","0.00%","16","1"
"com.apple.laf.AquaSliderUI$1","0.00%","16","1"
"sun.misc.BASE64Decoder","0.00%","16","3"
"com.apple.laf.AquaScrollBarUI$PropertyChangeHandler","0.00%","16","2"
"com.apple.laf.AquaScrollBarUI$ModelListener","0.00%","16","2"
"com.apple.laf.AquaScrollBarUI$1","0.00%","16","1"
"com.apple.laf.AquaProgressBarUI$1","0.00%","16","1"
"com.apple.laf.AquaPanelUI","0.00%","16","1"
"sun.net.DefaultProgressMeteringPolicy","0.00%","16","1"
"sun.net.InetAddressCachePolicy$1","0.00%","16","1"
"com.apple.laf.AquaNativeResources$1","0.00%","16","1"
"com.apple.laf.AquaMnemonicHandler$AltProcessor","0.00%","16","1"
"com.apple.laf.AquaMenuBorder","0.00%","16","1"
"com.apple.laf.AquaMenuBarBorder","0.00%","16","1"
"com.apple.laf.AquaLookAndFeel$2","0.00%","16","1"
"com.apple.laf.AquaLookAndFeel$1","0.00%","16","1"
"sun.net.InetAddressCachePolicy$2","0.00%","16","1"
"sun.net.NetProperties$1","0.00%","16","1"
"sun.net.spi.DefaultProxySelector","0.00%","16","1"
"com.apple.laf.AquaImageFactory$IconUIResourceSingleton","0.00%","16","4"
"sun.net.spi.DefaultProxySelector$1","0.00%","16","1"
"com.apple.laf.AquaImageFactory$3","0.00%","16","1"
"com.apple.laf.AquaImageFactory$2","0.00%","16","1"
"com.apple.laf.AquaIcon$SystemIconSingleton","0.00%","16","2"
"com.apple.laf.AquaHighlighter$1","0.00%","16","1"
"com.apple.laf.AquaFonts$7","0.00%","16","1"
"com.apple.laf.AquaFonts$6","0.00%","16","1"
"com.apple.laf.AquaFonts$5","0.00%","16","1"
"com.apple.laf.AquaFonts$4","0.00%","16","1"
"com.apple.laf.AquaFonts$3","0.00%","16","1"
"com.apple.laf.AquaFonts$2","0.00%","16","1"
"com.apple.laf.AquaFonts$1","0.00%","16","1"
"com.apple.laf.AquaFocusHandler$1","0.00%","16","1"
"com.apple.laf.AquaFocusHandler","0.00%","16","2"
"com.apple.laf.AquaButtonUI$AquaHierarchyButtonListener","0.00%","16","1"
"com.apple.laf.AquaButtonLabeledUI$LazySizingIcon","0.00%","16","3"
"com.apple.laf.AquaButtonCheckBoxUI$1","0.00%","16","1"
"com.apple.laf.AquaButtonBorder$1","0.00%","16","1"
"com.apple.java.Usage$3","0.00%","16","1"
"com.apple.java.BackwardsCompatibility$1","0.00%","16","1"
"com.apple.java.Application$1","0.00%","16","1"
"com.apple.eawt._AppEventHandler$_NativeEvent","0.00%","16","5"
"sun.net.www.MimeTable$1","0.00%","16","1"
"com.apple.eawt._AppDockIconHandler","0.00%","16","1"
"sun.net.www.MimeTable$DefaultInstanceHolder$1","0.00%","16","1"
"sun.net.www.http.HttpClient$1","0.00%","16","1"
"sun.net.www.http.HttpClient$2","0.00%","16","1"
"sun.net.www.http.KeepAliveStreamCleaner$1","0.00%","16","1"
"sun.net.www.http.KeepAliveStreamCleaner$2","0.00%","16","1"
"sun.net.www.protocol.http.AuthCacheImpl","0.00%","16","1"
"sun.net.www.protocol.http.HttpURLConnection$2","0.00%","16","2"
"sun.net.www.protocol.http.HttpURLConnection$3","0.00%","16","2"
"sun.net.www.protocol.http.HttpURLConnection$5","0.00%","16","2"
"apple.laf.JRSUIConstants$Hit","0.00%","16","3"
"apple.awt.RuntimeOptions$1","0.00%","16","1"
"sun.net.www.protocol.http.NTLMAuthentication$1","0.00%","16","1"
"sun.net.www.protocol.http.NTLMAuthenticationCallback$DefaultNTLMAuthenticationCallback","0.00%","16","1"
"sun.swing.DefaultLayoutStyle","0.00%","16","1"
"sun.swing.StringUIClientPropertyKey","0.00%","16","1"
"apple.awt.CWindow$9","0.00%","16","1"
"apple.awt.CWindow$8","0.00%","16","1"
"apple.awt.CWindow$7","0.00%","16","1"
"apple.awt.CWindow$6","0.00%","16","1"
"apple.awt.CWindow$5","0.00%","16","1"
"apple.awt.CWindow$4","0.00%","16","1"
"apple.awt.CWindow$3","0.00%","16","1"
"apple.awt.CWindow$2","0.00%","16","1"
"apple.awt.CWindow$17","0.00%","16","1"
"apple.awt.CWindow$16","0.00%","16","1"
"apple.awt.CWindow$15","0.00%","16","1"
"apple.awt.CWindow$14","0.00%","16","1"
"apple.awt.CWindow$13","0.00%","16","1"
"apple.awt.CWindow$12","0.00%","16","1"
"apple.awt.CWindow$11","0.00%","16","1"
"java.text.DontCareFieldPosition$1","0.00%","16","1"
"apple.awt.CWindow$10","0.00%","16","1"
"java.security.cert.Certificate[]","0.00%","16","3"
"java.text.FieldPosition[]","0.00%","16","2"
"java.security.CodeSigner[]","0.00%","16","3"
"java.util.Collections$UnmodifiableSet","0.00%","16","4"
"java.util.Currency$1","0.00%","16","1"
"java.util.Hashtable$KeySet","0.00%","16","1"
"java.util.IdentityHashMap$KeySet","0.00%","16","3"
"java.util.LinkedHashSet","0.00%","16","4"
"sun.awt.SunToolkit$2","0.00%","0","0"
"sun.awt.SunToolkit","0.00%","0","0"
"sun.awt.SunToolkit$4","0.00%","0","0"
"sun.awt.SunToolkit$5","0.00%","0","0"
"sun.awt.SunToolkit$1AWTInvocationLock","0.00%","0","0"
"java.awt.event.AWTEventListenerProxy","0.00%","0","0"
"sun.awt.image.FileImageSource","0.00%","0","0"
"sun.awt.image.ByteArrayImageSource","0.00%","0","0"
"sun.awt.image.ToolkitImage","0.00%","0","0"
"java.awt.event.AWTEventListener[]","0.00%","0","0"
"sun.awt.im.SimpleInputMethodWindow","0.00%","0","0"
"java.awt.AWTError","0.00%","0","0"
"java.awt.Toolkit","0.00%","0","0"
"sun.awt.SunToolkit$6","0.00%","0","0"
"sun.awt.SunToolkit$InfiniteLoop","0.00%","0","0"
"sun.awt.SunToolkit$7","0.00%","0","0"
"sun.awt.NativeLibLoader","0.00%","0","0"
"sun.awt.DebugHelper","0.00%","0","0"
"com.bixly.pastevid.screencap.ScreenRecorder$6","0.00%","0","0"
"com.bixly.pastevid.download.DownloadUnzip","0.00%","0","0"
"javax.swing.JFrame$AccessibleJFrame","0.00%","0","0"
"apple.awt.CCustomCursor","0.00%","0","0"
"apple.awt.CFileDialog","0.00%","0","0"
"apple.awt.CMenuBar","0.00%","0","0"
"apple.awt.CMenu","0.00%","0","0"
"apple.awt.CPopupMenu","0.00%","0","0"
"apple.awt.CMenuItem","0.00%","0","0"
"apple.awt.CCheckboxMenuItem","0.00%","0","0"
"apple.awt.CToolkit$OSXPlatformFont","0.00%","0","0"
"apple.awt.CPrinterDialogPeer","0.00%","0","0"
"java.awt.Frame$AccessibleAWTFrame","0.00%","0","0"
"java.awt.Frame[]","0.00%","0","0"
"apple.awt.CMouseDragGestureRecognizer","0.00%","0","0"
"java.awt.Frame","0.00%","0","0"
"apple.awt.CClipboard","0.00%","0","0"
"sun.print.PrintJob2D","0.00%","0","0"
"java.awt.geom.Point2D$Double","0.00%","0","0"
"apple.awt.CToolkit$CallableWrapper","0.00%","0","0"
"apple.awt.CToolkit$CPeerEvent","0.00%","0","0"
"apple.awt.CToolkit$3","0.00%","0","0"
"java.awt.Window$AccessibleAWTWindow","0.00%","0","0"
"java.awt.FocusManager","0.00%","0","0"
"java.awt.Window","0.00%","0","0"
"apple.awt.CToolkit$4","0.00%","0","0"
"apple.awt.CToolkit$5","0.00%","0","0"
"java.awt.Container$WakingRunnable","0.00%","0","0"
"apple.awt.CDesktopPeer","0.00%","0","0"
"java.awt.Container$2","0.00%","0","0"
"java.awt.Container$1","0.00%","0","0"
"java.awt.event.ContainerEvent","0.00%","0","0"
"java.util.ListResourceBundle","0.00%","0","0"
"java.awt.Container","0.00%","0","0"
"java.awt.GraphicsEnvironment","0.00%","0","0"
"sun.java2d.HeadlessGraphicsEnvironment","0.00%","0","0"
"javax.accessibility.AccessibleStateSet","0.00%","0","0"
"java.awt.Component$5","0.00%","0","0"
"java.awt.Component$4","0.00%","0","0"
"sun.awt.AWTAutoShutdown$1","0.00%","0","0"
"java.awt.Component$NativeInLightFixer","0.00%","0","0"
"java.awt.event.MouseWheelEvent","0.00%","0","0"
"java.awt.Component$BltSubRegionBufferStrategy","0.00%","0","0"
"java.awt.Component$FlipSubRegionBufferStrategy","0.00%","0","0"
"sun.awt.AppContext$3","0.00%","0","0"
"sun.awt.AppContext$4","0.00%","0","0"
"java.awt.Component$ProxyCapabilities","0.00%","0","0"
"sun.awt.AppContext$5","0.00%","0","0"
"sun.awt.AppContext$PostShutdownEventRunnable","0.00%","0","0"
"sun.awt.AppContext$CreateThreadAction","0.00%","0","0"
"java.awt.Component$SingleBufferStrategy","0.00%","0","0"
"java.awt.BufferCapabilities","0.00%","0","0"
"java.awt.IllegalComponentStateException","0.00%","0","0"
"java.awt.event.FocusEvent","0.00%","0","0"
"java.awt.Component$2","0.00%","0","0"
"java.awt.HeadlessException","0.00%","0","0"
"java.awt.Component","0.00%","0","0"
"java.security.cert.CertPath$CertPathRep","0.00%","0","0"
"java.security.cert.CertPath","0.00%","0","0"
"sun.nio.cs.SingleByteDecoder","0.00%","0","0"
"java.lang.ArrayStoreException","0.00%","0","0"
"sun.nio.ch.IOUtil","0.00%","0","0"
"java.lang.ref.Finalizer$3","0.00%","0","0"
"java.lang.ref.Finalizer$2","0.00%","0","0"
"java.lang.ref.Finalizer$1","0.00%","0","0"
"sun.misc.ExtensionDependency$4","0.00%","0","0"
"sun.misc.ExtensionDependency$3","0.00%","0","0"
"sun.misc.JarFilter","0.00%","0","0"
"sun.misc.ExtensionDependency$2","0.00%","0","0"
"com.apple.eawt.QuitResponse","0.00%","0","0"
"com.apple.eawt._AppEventHandler$1","0.00%","0","0"
"sun.misc.ExtensionDependency$1","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_AppEventDispatcher","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_AppEventDispatcher$1","0.00%","0","0"
"com.apple.eawt.AppEvent$AboutEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$PreferencesEvent","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_QueuingAppEventDispatcher","0.00%","0","0"
"com.apple.eawt.AppEvent$OpenFilesEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$PrintFilesEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$OpenURIEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$QuitEvent","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_AppEventMultiplexor","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_AppEventMultiplexor$1","0.00%","0","0"
"com.apple.eawt.AppEvent$AppReOpenedEvent","0.00%","0","0"
"com.apple.eawt._AppEventHandler$_BooleanAppEventMultiplexor","0.00%","0","0"
"com.apple.eawt.AppEvent$AppForegroundEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$AppHiddenEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$UserSessionEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$ScreenSleepEvent","0.00%","0","0"
"com.apple.eawt.AppEvent$SystemSleepEvent","0.00%","0","0"
"com.apple.eawt.ApplicationEvent","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$1","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$2","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$3","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$4","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$5","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$6","0.00%","0","0"
"com.apple.eawt._AppEventLegacyHandler$7","0.00%","0","0"
"sun.misc.ExtensionInfo","0.00%","0","0"
"sun.misc.ExtensionDependency","0.00%","0","0"
"sun.awt.AWTAccessor","0.00%","0","0"
"sun.misc.ASCIICaseInsensitiveComparator","0.00%","0","0"
"java.io.ObjectInputStream$ValidationList$1","0.00%","0","0"
"java.awt.geom.Point2D","0.00%","0","0"
"java.io.ObjectInputStream$ValidationList$Callback","0.00%","0","0"
"java.awt.Cursor$CursorDisposer","0.00%","0","0"
"java.awt.AWTException","0.00%","0","0"
"java.awt.Cursor$1","0.00%","0","0"
"java.awt.Cursor$2","0.00%","0","0"
"java.util.jar.JarFile$4","0.00%","0","0"
"sun.java2d.SunGraphicsEnvironment","0.00%","0","0"
"java.util.jar.JarFile$3","0.00%","0","0"
"java.util.jar.JarFile$2","0.00%","0","0"
"com.sun.jmx.mbeanserver.MBeanAnalyzer","0.00%","0","0"
"sun.nio.ch.NativeThread","0.00%","0","0"
"sun.management.Sensor","0.00%","0","0"
"sun.java2d.SunGraphicsEnvironment$4","0.00%","0","0"
"java.awt.Font[]","0.00%","0","0"
"sun.util.resources.LocaleData$2","0.00%","0","0"
"sun.java2d.SunGraphicsEnvironment$5","0.00%","0","0"
"sun.java2d.SunGraphicsEnvironment$6","0.00%","0","0"
"sun.util.resources.LocaleData","0.00%","0","0"
"javax.management.openmbean.TabularDataSupport","0.00%","0","0"
"sun.misc.VM","0.00%","0","0"
"java.lang.reflect.UndeclaredThrowableException","0.00%","0","0"
"com.sun.jmx.mbeanserver.Introspector","0.00%","0","0"
"java.lang.management.MemoryNotificationInfo","0.00%","0","0"
"java.io.ObjectOutputStream$1","0.00%","0","0"
"apple.awt.CPrinterJob","0.00%","0","0"
"java.io.ObjectOutputStream$PutFieldImpl","0.00%","0","0"
"sun.font.FontManager","0.00%","0","0"
"sun.font.FontManager$2","0.00%","0","0"
"javax.swing.plaf.FontUIResource","0.00%","0","0"
"sun.font.CompositeFont","0.00%","0","0"
"java.io.ObjectOutputStream$DebugTraceInfoStack","0.00%","0","0"
"java.lang.ProcessEnvironment$ExternalData","0.00%","0","0"
"sun.font.Font2D[]","0.00%","0","0"
"sun.font.PhysicalFont[]","0.00%","0","0"
"sun.font.FontManager$FontRegistrationInfo[]","0.00%","0","0"
"java.lang.VirtualMachineError","0.00%","0","0"
"java.io.Writer","0.00%","0","0"
"sun.font.Type1Font","0.00%","0","0"
"sun.font.NativeFont","0.00%","0","0"
"sun.font.FontManager$3","0.00%","0","0"
"sun.font.FontManager$4","0.00%","0","0"
"java.awt.FontFormatException","0.00%","0","0"
"sun.font.FontManager$5","0.00%","0","0"
"sun.font.FontManager$6","0.00%","0","0"
"sun.font.FontManager$7","0.00%","0","0"
"java.util.Map$Entry[]","0.00%","0","0"
"sun.font.FontManager$8","0.00%","0","0"
"sun.font.FontManager$FontConfigInfo[]","0.00%","0","0"
"sun.font.FontManager$FontConfigInfo","0.00%","0","0"
"sun.management.GcInfoBuilder","0.00%","0","0"
"java.lang.StackOverflowError","0.00%","0","0"
"sun.nio.cs.Surrogate","0.00%","0","0"
"java.lang.ApplicationShutdownHooks","0.00%","0","0"
"java.awt.Font$1","0.00%","0","0"
"java.awt.Font$2","0.00%","0","0"
"java.awt.Font$3","0.00%","0","0"
"sun.font.AttributeMap","0.00%","0","0"
"java.security.ProtectionDomain$2$1","0.00%","0","0"
"java.text.StringCharacterIterator","0.00%","0","0"
"com.apple.java.BackwardsCompatibility$2","0.00%","0","0"
"sun.font.CoreMetrics","0.00%","0","0"
"sun.font.FontLineMetrics","0.00%","0","0"
"com.apple.java.BackwardsCompatibility","0.00%","0","0"
"java.awt.font.TextLayout","0.00%","0","0"
"sun.util.calendar.CalendarUtils","0.00%","0","0"
"java.util.Collections$AsLIFOQueue","0.00%","0","0"
"java.awt.geom.NoninvertibleTransformException","0.00%","0","0"
"java.awt.geom.Path2D$Double","0.00%","0","0"
"java.awt.font.TransformAttribute","0.00%","0","0"
"java.util.Collections$SetFromMap","0.00%","0","0"
"java.util.Collections$1","0.00%","0","0"
"sun.font.Font2D","0.00%","0","0"
"java.util.Collections$ReverseComparator2","0.00%","0","0"
"sun.font.PhysicalFont","0.00%","0","0"
"sun.font.FileFont","0.00%","0","0"
"sun.font.FileFontStrike","0.00%","0","0"
"sun.font.FileFont$CreatedFontFileDisposerRecord","0.00%","0","0"
"sun.font.FileFont$1","0.00%","0","0"
"java.util.Collections$CopiesList","0.00%","0","0"
"sun.font.NativeFont[]","0.00%","0","0"
"java.util.Collections$SingletonMap","0.00%","0","0"
"java.util.Collections$SingletonSet","0.00%","0","0"
"java.util.Collections$CheckedSortedMap","0.00%","0","0"
"sun.font.FileFont$FileFontDisposer","0.00%","0","0"
"sun.font.TrueTypeGlyphMapper","0.00%","0","0"
"sun.awt.SunHints","0.00%","0","0"
"java.util.Collections$CheckedMap","0.00%","0","0"
"java.util.Collections$CheckedList","0.00%","0","0"
